name,Category,Addr,analytics,logo
"The St. Regis Washington, D.C.",Category 7,"923 16th and K Streets, N.W. Washington, District Of Columbia 20006","The St. Regis Washington, D.C. 4.3   498 Reviews View Rates",undefined undefined
W Washington D.C.,Category 7,"515 15th Street NW Washington, District Of Columbia 20004",W Washington D.C. 4.2   78 Reviews View Rates,undefined undefined
"The Westin Georgetown, Washington D.C.",Category 5,"2350 M Street N.W. Washington, District Of Columbia 20037","The Westin Georgetown, Washington D.C. 4.2   529 Reviews View Rates",undefined undefined
"The Westin Washington, D.C. City Center",Category 5,"1400 M Street NW Washington, District Of Columbia 20005","The Westin Washington, D.C. City Center 3.6   1015 Reviews View Rates",undefined undefined
Courtyard Waterbury Downtown,Category 3,"63 Grand Street Waterbury, Connecticut 06702",Courtyard Waterbury Downtown 4.2   755 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Waterbury Stowe,Category 5,"1017 Waterbury Stowe Road Waterbury, Vermont 05676",Fairfield Inn & Suites Waterbury Stowe 4.8   399 Reviews View Rates,undefined undefined
SpringHill Suites Mystic Waterford,Category 4,"401 North Frontage Road Waterford, Connecticut 06385",SpringHill Suites Mystic Waterford 4.4   384 Reviews View Rates,undefined undefined
Courtyard Waterloo Cedar Falls,Category 3,"250 Westfield Avenue Waterloo, Iowa 50701",Courtyard Waterloo Cedar Falls 4.3   249 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Waterloo Cedar Falls,Category 3,"2134 La Porte Road Waterloo, Iowa 50702",Fairfield Inn & Suites Waterloo Cedar Falls 4.7   301 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Watertown Thousand Islands,Category 2,"250 Commerce Park Drive Watertown, New York 13601",Fairfield Inn & Suites Watertown Thousand Islands 4.8   558 Reviews View Rates,undefined undefined
Residence Inn Boston Watertown,Category 5,"570 Arsenal Street Watertown, Massachusetts 02472",Residence Inn Boston Watertown 4.8   422 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Watervliet St. Joseph,Category 3,"8258 Arnt Boulevard Watervliet, Michigan 49098",Fairfield Inn & Suites Watervliet St. Joseph 4.1   542 Reviews View Rates,undefined undefined
Courtyard Chicago Waukegan/Gurnee,Category 3,"3800 Northpoint Blvd Waukegan, Illinois 60085",Courtyard Chicago Waukegan/Gurnee 4.5   698 Reviews View Rates,undefined undefined
Residence Inn Chicago Waukegan/Gurnee,Category 3,"1440  South White Oak Drive Waukegan, Illinois 60085",Residence Inn Chicago Waukegan/Gurnee 4.7   537 Reviews View Rates,undefined undefined
SpringHill Suites Chicago Waukegan/Gurnee,Category 3,"4101 Fountain Square Place Waukegan, Illinois 60085",SpringHill Suites Chicago Waukegan/Gurnee 4.5   538 Reviews View Rates,undefined undefined
Milwaukee Marriott West,Category 3,"W231N1600 Corporate Ct Waukesha, Wisconsin 53186",Milwaukee Marriott West 4.6   607 Reviews View Rates,undefined undefined
Courtyard Wausau,Category 3,"1000 South 22nd Avenue Wausau, Wisconsin 54401",Courtyard Wausau 4.8   422 Reviews View Rates,undefined undefined
Renaissance Milwaukee West Hotel,,"2300 North Mayfair Road Wauwatosa, Wisconsin 53226",Renaissance Milwaukee West Hotel,undefined undefined
Residence Inn Milwaukee West,Category 2,"1300 Discovery Parkway Wauwatosa, Wisconsin 53226",Residence Inn Milwaukee West 4.4   219 Reviews View Rates,undefined undefined
SpringHill Suites Milwaukee West/Wauwatosa,Category 2,"10411 West Watertown Plank Road Wauwatosa, Wisconsin 53226",SpringHill Suites Milwaukee West/Wauwatosa 4.7   68 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Dallas Waxahachie,Category 2,"2020 Civic Center Lane Waxahachie, Texas 75165",Fairfield Inn & Suites Dallas Waxahachie 4.5   161 Reviews View Rates,undefined undefined
Courtyard Philadelphia Devon/Villanova,Category 3,"762 W Lancaster Avenue Wayne, Pennsylvania 19087",Courtyard Philadelphia Devon/Villanova 4.4   377 Reviews View Rates,undefined undefined
Courtyard Philadelphia Valley Forge/King of Prussia,Category 2,"1100 Drummers Lane Wayne, Pennsylvania 19087",Courtyard Philadelphia Valley Forge/King of Prussia 4.4   383 Reviews View Rates,undefined undefined
Courtyard Wayne Fairfield,Category 3,"263 US-46 West Wayne, New Jersey 07470",Courtyard Wayne Fairfield 4.5   151 Reviews View Rates,undefined undefined
Residence Inn Wayne,Category 3,"30 Nevins Road Wayne, New Jersey 07470",Residence Inn Wayne 4.6   404 Reviews View Rates,undefined undefined
Residence Inn Waynesboro,Category 3,"44 Windigrove Drive Waynesboro, Virginia 22980",Residence Inn Waynesboro 4.8   440 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Weatherford,Category 1,"175 Alford Drive Weatherford, Texas 76087",Fairfield Inn & Suites Weatherford 4.5   345 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Weatherford,Category 1,"201 North Nevada Weatherford, Oklahoma 73096",Fairfield Inn & Suites Weatherford 4.6   250 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Houston NASA/Webster,Category 3,"401 West Texas Avenue Webster, Texas 77598",Fairfield Inn & Suites Houston NASA/Webster View Rates,undefined undefined
Fairfield Inn and Suites Rochester East,Category 2,"915 Hard Road Webster, New York 14580",Fairfield Inn and Suites Rochester East 4.6   284 Reviews View Rates,undefined undefined
SpringHill Suites Houston NASA/Webster,Category 3,"1101 Magnolia Avenue Webster, Texas 77598",SpringHill Suites Houston NASA/Webster 4.5   462 Reviews View Rates,undefined undefined
"Envue, Autograph Collection",Category 5,"550 Avenue at Port Imperial Weehawken, New Jersey 07086","Envue, Autograph Collection 4.6   67 Reviews View Rates",undefined undefined
Residence Inn Weehawken Port Imperial,Category 5,"100 Ferry Way Weehawken, New Jersey 07086",Residence Inn Weehawken Port Imperial 4.4   223 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/LGARK/lgark-exterior-4952-hor-feat.jpg?resize=375:150 undefined
Sheraton Lincoln Harbor Hotel,Category 5,"500 Harbor Boulevard Weehawken, New Jersey 07086",Sheraton Lincoln Harbor Hotel 3.9   899 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/EWRSL/ewrsl-exterior-6712-hor-feat.jpg?resize=375:150 undefined
Fairfield Inn & Suites Weirton,Category 2,"139 Amerihost Drive (formerly 11 Amerihost Drive), Three Springs Drive exit Weirton, West Virginia 26062",Fairfield Inn & Suites Weirton 4.7   343 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/PITFW/pitfw-lobby-0017-hor-feat.jpg?resize=375:150 undefined
Fairfield Inn & Suites Wellington-West Palm Beach,Category 3,"10616 Forest Hill Boulevard Wellington, Florida 33414",Fairfield Inn & Suites Wellington-West Palm Beach 4.8   114 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/PBIFW/pbifw-exterior-7968-hor-feat.jpg?resize=375:150 undefined
SpringHill Suites Wenatchee,Category 4,"1730 N Wenatchee Ave Wenatchee, Washington 98801",SpringHill Suites Wenatchee 4.8   460 Reviews View Rates,undefined undefined
Fairfield Inn & Suites St. Louis West/Wentzville,Category 3,"130 Crossroads South Drive Wentzville, Missouri 63385",Fairfield Inn & Suites St. Louis West/Wentzville 4.6   399 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Tampa Wesley Chapel,Category 3,"2650 Lajuana Boulevard Wesley Chapel, Florida 33543",Fairfield Inn & Suites Tampa Wesley Chapel 4.7   84 Reviews View Rates,undefined undefined
Courtyard Cincinnati North at Union Centre,Category 2,"6250 Muhlhauser Road West Chester, Ohio 45069",Courtyard Cincinnati North at Union Centre 4.6   417 Reviews View Rates,undefined undefined
Marriott Cincinnati North,Category 3,"6189 Muhlhauser Road West Chester, Ohio 45069",Marriott Cincinnati North 4.4   689 Reviews View Rates,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined
Residence Inn Cincinnati North/West Chester,Category 2,"6240 Muhlhauser Road West Chester, Ohio 45069",Residence Inn Cincinnati North/West Chester 4.6   330 Reviews View Rates,undefined undefined
Aloft Cincinnati West Chester,Category 2,"9183 Centre Point Drive West Chester, Ohio 45069",Aloft Cincinnati West Chester View Rates,undefined undefined
Four Points by Sheraton Cincinnati North,Category 2,"7500 Tylers Place Boulevard West Chester, Ohio 45069",Four Points by Sheraton Cincinnati North 3.5   66 Reviews View Rates,undefined undefined
Residence Inn Columbia West/Lexington,Category 4,"122 Mathias Road West Columbia, South Carolina 29169",Residence Inn Columbia West/Lexington 4.7   225 Reviews View Rates,undefined undefined
Marriott Philadelphia  West,Category 4,"111 Crawford Avenue West Conshohocken, Pennsylvania 19428",Marriott Philadelphia  West 4.2   534 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Los Angeles West Covina,Category 3,"3211 East Garvey Avenue North West Covina, California 91791",Fairfield Inn & Suites Los Angeles West Covina 4.6   463 Reviews View Rates,undefined undefined
Courtyard Des Moines West/Jordan Creek,Category 3,"410 S. 68th Street West Des Moines, Iowa 50266",Courtyard Des Moines West/Jordan Creek 4.4   412 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Des Moines West,Category 3,"7225 Vista Drive West Des Moines, Iowa 50266",Fairfield Inn & Suites Des Moines West 4.5   399 Reviews View Rates,undefined undefined
West Des Moines Marriott,Category 4,"1250 Jordan Creek Parkway West Des Moines, Iowa 50266",West Des Moines Marriott 4.5   510 Reviews View Rates,undefined undefined
Residence Inn Des Moines West at Jordan Creek Town Center,Category 3,"160 South Jordan Creek Parkway West Des Moines, Iowa 50266",Residence Inn Des Moines West at Jordan Creek Town Center 4.7   397 Reviews View Rates,undefined undefined
SpringHill Suites Des Moines West,Category 3,"1236 Jordan Creek Pkwy West Des Moines, Iowa 50266",SpringHill Suites Des Moines West 4.2   445 Reviews View Rates,undefined undefined
Element West Des Moines,Category 3,"575 South Prairie View Drive West Des Moines, Iowa 50266",Element West Des Moines 4.7   166 Reviews View Rates,undefined undefined
Sheraton West Des Moines Hotel,Category 4,"1800 50th Street West Des Moines, Iowa 50266",Sheraton West Des Moines Hotel 3.7   509 Reviews View Rates,undefined undefined
TownePlace Suites Des Moines West/Jordan Creek,Category 3,"125 South 68th Street West Des Moines, Iowa 50266",TownePlace Suites Des Moines West/Jordan Creek 4.5   265 Reviews View Rates,undefined undefined
Courtyard Chicago Elgin/West Dundee,Category 1,"2175 Marriott Drive West Dundee, Illinois 60118",Courtyard Chicago Elgin/West Dundee 4.3   357 Reviews View Rates,undefined undefined
TownePlace Suites Chicago Elgin/West Dundee,Category 1,"2185 Marriott Drive West Dundee, Illinois 60118",TownePlace Suites Chicago Elgin/West Dundee 3.9   305 Reviews View Rates,undefined undefined
Element Fargo,Category 3,"925 19th Avenue East West Fargo, North Dakota 58078",Element Fargo 4.8   210 Reviews View Rates,undefined undefined
Residence Inn Providence Coventry,Category 3,"725 Centre of New England Boulevard West Greenwich, Rhode Island 02817",Residence Inn Providence Coventry 4.5   387 Reviews View Rates,undefined undefined
Renaissance Westchester Hotel,Category 4,"80 West Red Oak Lane West Harrison, New York 10604",Renaissance Westchester Hotel 4.1   592 Reviews View Rates,undefined undefined
The West Hollywood EDITION,Category 7,"9040 West Sunset Boulevard West Hollywood, California 90069",The West Hollywood EDITION 4.7   6 Reviews View Rates,undefined undefined
Courtyard Pittsburgh West Homestead/Waterfront,Category 3,"401 West Waterfront Drive West Homestead, Pennsylvania 15120",Courtyard Pittsburgh West Homestead/Waterfront 4.1   573 Reviews View Rates,undefined undefined
Residence Inn Salt Lake City-West Jordan,Category 2,"7558 South Plaza Center Drive West Jordan, Utah 84084",Residence Inn Salt Lake City-West Jordan 4.5   130 Reviews View Rates,undefined undefined
Four Points by Sheraton West Lafayette,Category 3,"1600 Cumberland Avenue West Lafayette, Indiana 47906",Four Points by Sheraton West Lafayette 2.6   215 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Milwaukee West,Category 4,"4229 West National Avenue West Milwaukee, Wisconsin 53215",Fairfield Inn & Suites Milwaukee West 4.5   28 Reviews View Rates,undefined undefined
Fairfield Inn & Suites West Monroe,Category 3,"606 Mane Street West Monroe, Louisiana 71292",Fairfield Inn & Suites West Monroe 4.6   124 Reviews View Rates,undefined undefined
Courtyard West Orange,Category 4,"8 Rooney Circle West Orange, New Jersey 07052",Courtyard West Orange 4.2   482 Reviews View Rates,undefined undefined
Residence Inn West Orange,Category 4,"107 Prospect Avenue West Orange, New Jersey 07052",Residence Inn West Orange 4.5   438 Reviews View Rates,undefined undefined
"The Ben, Autograph Collection",Category 5,"251 N Narcissus Avenue West Palm Beach, Florida 33401","The Ben, Autograph Collection View Calendar",undefined undefined
Courtyard West Palm Beach,Category 3,"600 Northpoint Parkway West Palm Beach, Florida 33407",Courtyard West Palm Beach 4   699 Reviews View Rates,undefined undefined
Courtyard West Palm Beach Airport,Category 4,"1800 Centrepark Drive East West Palm Beach, Florida 33401",Courtyard West Palm Beach Airport 4.4   504 Reviews View Rates,undefined undefined
West Palm Beach Marriott,Category 5,"1001 Okeechobee Boulevard West Palm Beach, Florida 33401",West Palm Beach Marriott 4.3   752 Reviews View Rates,undefined undefined
Residence Inn West Palm Beach,Category 4,"2461 Metrocentre Boulevard East West Palm Beach, Florida 33407",Residence Inn West Palm Beach 4.1   260 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/PBIPB/pbipb-exterior-0043-hor-feat.jpg?resize=375:150 undefined
Residence Inn West Palm Beach Downtown/CityPlace Area,Category 4,"455 Hibiscus Street West Palm Beach, Florida 33401",Residence Inn West Palm Beach Downtown/CityPlace Area 4.8   483 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/PBIRD/pbird-exterior-0020-hor-feat.jpg?resize=375:150 undefined
SpringHill Suites West Palm Beach I-95,Category 4,"2437 Metrocentre Boulevard West Palm Beach, Florida 33407",SpringHill Suites West Palm Beach I-95 4.4   587 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/PBIWI/pbiwi-dining-0075-hor-feat.jpg?resize=375:150 undefined
Courtyard West Springfield,Category 3,"885 Riverdale Street West Springfield, Massachusetts 01089",Courtyard West Springfield 4.6   39 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/CY/cy-main01-0001-hor-feat.jpg?resize=375:150 undefined
Residence Inn West Springfield,Category 3,"64 Border Way West Springfield, Massachusetts 01089",Residence Inn West Springfield 4   287 Reviews View Rates,undefined undefined
TownePlace Suites Salt Lake City-West Valley,Category 2,"5473 West High Market Drive West Valley City, Utah 84120",TownePlace Suites Salt Lake City-West Valley 4.6   244 Reviews View Rates,undefined undefined
SpringHill Suites Providence West Warwick,Category 4,"14 James P. Murphy Industrial Highway West Warwick, Rhode Island 02893",SpringHill Suites Providence West Warwick 4.4   384 Reviews View Rates,undefined undefined
Courtyard Burlington Mt. Holly/Westampton,Category 2,"30 Western Drive Westampton, New Jersey 08060",Courtyard Burlington Mt. Holly/Westampton 4.2   435 Reviews View Rates,undefined undefined
